,urlDrugName,rating,effectiveness,condition,sideEffects
434,citalopram,7,Considerably Effective,depression,Mild Side Effects
435,zoloft,9,Highly Effective,depression,Mild Side Effects
436,chantix,10,Highly Effective,smoking,No Side Effects
437,zyrtec,10,Highly Effective,for allergic condition and there after begning of,Mild Side Effects
438,elidel,7,Moderately Effective,skin rash,No Side Effects
439,climara,10,Highly Effective,menopausal,Mild Side Effects
440,lyrica,8,Moderately Effective,fibromyalgia,Moderate Side Effects
441,seroquel,8,Highly Effective,bipolar ii,Moderate Side Effects
442,prevacid,10,Highly Effective,excess stomach acid.,No Side Effects
443,proscar,9,Highly Effective,bph,No Side Effects
444,seroquel,9,Highly Effective,bipolar disorder / insomnia,Moderate Side Effects
445,danazol,7,Highly Effective,ovarian cyst,Severe Side Effects
446,celexa,8,Highly Effective,depression/panic disorder,Moderate Side Effects
447,ditropan,8,Highly Effective,incontinence,Mild Side Effects
448,mobic,3,Ineffective,neck and back pain/  whiplash,No Side Effects
449,tramadol,8,Considerably Effective,arthritis,Mild Side Effects
450,permapen,1,Ineffective,viral bronchitis,No Side Effects
451,trimethobenzamide,9,Considerably Effective,vertigo,No Side Effects
452,cymbalta,8,Considerably Effective,anxiety and depression,Mild Side Effects
453,valtrex,8,Considerably Effective,cold sores,No Side Effects
454,synthroid,3,Marginally Effective,hypothyroidism after thyroidectomy,No Side Effects
455,tirosint,1,Ineffective,hypothyroidism,Moderate Side Effects
456,nystatin,8,Considerably Effective,yeast diaper rash,Moderate Side Effects
457,prednisone,10,Highly Effective,hives,No Side Effects
458,zegerid,5,Moderately Effective,gerd,Mild Side Effects
459,paxil,10,Highly Effective,depression,Mild Side Effects
460,solodyn,7,Highly Effective,acne,Severe Side Effects
461,imitrex,2,Moderately Effective,migraines,Severe Side Effects
462,xanax,8,Considerably Effective,anxiety/depression,Mild Side Effects
463,allegra,7,Moderately Effective,allergies,Mild Side Effects
464,wellbutrin-sr,8,Considerably Effective,adhd,Mild Side Effects
465,flonase,10,Highly Effective,nasal allergies,No Side Effects
466,remicade,10,Highly Effective,crohn's with fistula in ano,Mild Side Effects
467,lyrica,1,Ineffective,neuropathic pain aand fibromyalgia,Severe Side Effects
468,phendimetrazine,10,Highly Effective,weight loss,Severe Side Effects
469,retin-a-micro,10,Considerably Effective,acne,Mild Side Effects
470,azopt,10,Highly Effective,glaucoma,No Side Effects
471,armour-thyroid,10,Highly Effective,hypothryroid,No Side Effects
472,desyrel,9,Considerably Effective,poor sleep quality,Mild Side Effects
473,ambien,9,Highly Effective,insomnia,No Side Effects
474,niaspan,10,Highly Effective,hyperlipidemia,Mild Side Effects
475,ditropan,4,Marginally Effective,hyperhidrosis,Severe Side Effects
476,nasonex,1,Considerably Effective,swollen passages from allergies,Extremely Severe Side Effects
477,adipex-p,6,Moderately Effective,weight loss,Moderate Side Effects
478,lyrica,1,Marginally Effective,fibromyalgia,Severe Side Effects
479,zoloft,1,Ineffective,depression,Extremely Severe Side Effects
480,propecia,8,Considerably Effective,hair loss,Mild Side Effects
481,azelex,2,Ineffective,acne,Severe Side Effects
482,selegiline,10,Highly Effective,increase dopmaine levels,No Side Effects
483,zantac,5,Marginally Effective,ulcer,No Side Effects
484,retin-a-micro,9,Considerably Effective,acne,No Side Effects
485,seasonique,2,Considerably Effective,birth control,Severe Side Effects
486,norvasc,9,Considerably Effective,high blood pressure,No Side Effects
487,wellbutrin,10,Highly Effective,depression; intrusive suicidal impulses,Mild Side Effects
488,wellbutrin,10,Highly Effective,depression,No Side Effects
489,remeron,10,Highly Effective,insomnia,No Side Effects
490,avita,9,Considerably Effective,acne,Mild Side Effects
491,accutane,7,Moderately Effective,acne,Moderate Side Effects
492,lipitor,10,Highly Effective,incontinence,No Side Effects
493,differin,10,Highly Effective,acne,Mild Side Effects
494,sulindac,4,Marginally Effective,baker's cysts behind both knees,Moderate Side Effects
495,cleocin,1,Marginally Effective,vaginal bacteria,Severe Side Effects
496,enbrel,10,Highly Effective,ankylosing spondylitis,No Side Effects
497,lyrica,6,Considerably Effective,fibromylgia,Severe Side Effects
498,ativan,9,Highly Effective,anxiety,No Side Effects
499,valtrex,7,Highly Effective,herpes,Moderate Side Effects
500,adderall,8,Highly Effective,"depression, ptsd fatigue",Moderate Side Effects
501,aricept,1,Ineffective,short term memory loss,Severe Side Effects
502,differin,2,Ineffective,acne,No Side Effects
503,renova,4,Marginally Effective,"acne, wrinkles",Moderate Side Effects
504,adipex-p,10,Highly Effective,chronic fatigue syndrome,Mild Side Effects
505,retin-a,7,Moderately Effective,adult acne,Mild Side Effects
506,singulair,8,Considerably Effective,chronic cough and allergies,No Side Effects
507,lexapro,8,Considerably Effective,depression,Mild Side Effects
508,prozac,1,Moderately Effective,depression,Severe Side Effects
509,mirtazapine,2,Ineffective,clinical depression,Moderate Side Effects
510,dysport,7,Moderately Effective,wrinkles,Mild Side Effects
511,cialis,5,Highly Effective,ed,Moderate Side Effects
512,cipro,1,Highly Effective,puncture wound,Extremely Severe Side Effects
513,prozac,8,Considerably Effective,depression,Moderate Side Effects
514,tarka,9,Highly Effective,hypertension,Mild Side Effects
515,lo-ovral,9,Highly Effective,acne and contraception,Mild Side Effects
516,yasmin,8,Considerably Effective,"birth control, menstrual cramps",Mild Side Effects
517,hydrochlorothiazide,9,Considerably Effective,hypertension,Mild Side Effects
518,alprazolam,8,Considerably Effective,"anxiety, panic attck, nervousness",Mild Side Effects
519,retin-a,8,Considerably Effective,skin damage,Mild Side Effects
520,flonase,8,Considerably Effective,allergies,No Side Effects
521,lexapro,6,Moderately Effective,peri-menopausal syptoms,No Side Effects
522,remicade,5,Considerably Effective,severe ulcerative colitis,Moderate Side Effects
523,prempro,10,Highly Effective,hot flashes,No Side Effects
524,cymbalta,5,Considerably Effective,"chronic neck/back pain, chronic tension headache",Mild Side Effects
525,doxycycline,6,Moderately Effective,rosacea,Mild Side Effects
526,avelox,1,Ineffective,bronchitis,Extremely Severe Side Effects
527,paxil,1,Ineffective,depression,Extremely Severe Side Effects
528,concerta,8,Considerably Effective,adhd,Mild Side Effects
529,propecia,6,Highly Effective,thinning hair,Moderate Side Effects
530,zoloft,10,Highly Effective,"irritability,anxiety",Mild Side Effects
531,amoxil,1,Ineffective,persistent chest infection symptoms,Severe Side Effects
532,finacea,7,Moderately Effective,acne rosacea,Mild Side Effects
533,ortho-evra,7,Highly Effective,birth control,Severe Side Effects
534,wellbutrin,3,Ineffective,depression,Moderate Side Effects
535,xenical,7,Considerably Effective,weight loss,Moderate Side Effects
536,singulair,2,Considerably Effective,allergies,Severe Side Effects
537,klonopin,9,Highly Effective,anxiety and depression,Mild Side Effects
538,rhinocort,7,Moderately Effective,allergies,Mild Side Effects
539,valtrex,8,Considerably Effective,genital herpes,Mild Side Effects
540,xyrem,9,Moderately Effective,"narcolepsy, fibromyalgia",Moderate Side Effects
541,synthroid,6,Moderately Effective,thyroid removal,Mild Side Effects
542,atenolol,1,Ineffective,atrial fibrillation,Severe Side Effects
543,claritin,8,Highly Effective,cold,Mild Side Effects
544,oxybutynin,9,Considerably Effective,spastic bladder,Mild Side Effects
545,zoloft,5,Considerably Effective,depression,Mild Side Effects
546,macrobid,9,Highly Effective,uti,No Side Effects
547,prozac,10,Highly Effective,major depression,Moderate Side Effects
548,relpax,10,Highly Effective,migraine relief,No Side Effects
549,paxil,8,Considerably Effective,depression,Mild Side Effects
550,avita,10,Highly Effective,"hyper pigmentation, wrinkles",Mild Side Effects
551,oxycodone,7,Highly Effective,pain,Moderate Side Effects
552,concerta,2,Ineffective,adhd,Moderate Side Effects
553,ortho-tri-cyclen,3,Ineffective,birth control,Severe Side Effects
554,fioricet,10,Highly Effective,migraines,No Side Effects
555,claripel-cream,8,Considerably Effective,pigmentation,Mild Side Effects
556,tramadol,9,Highly Effective,ankle sprain,Mild Side Effects
557,imitrex,9,Highly Effective,migraine headaches,Mild Side Effects
558,remeron,10,Highly Effective,"anxiety, depression, panic attacks",Mild Side Effects
559,strattera,8,Considerably Effective,adult add,Mild Side Effects
560,vyvanse,10,Highly Effective,adult adhd,Mild Side Effects
561,risperdal,8,Considerably Effective,anxiety,Moderate Side Effects
562,crestor,10,Highly Effective,hypercholesterolemia,No Side Effects
563,lipitor,10,Highly Effective,elevated cholesterol,No Side Effects
564,botox,5,Highly Effective,for wrinkle (line) reduction,Severe Side Effects
565,cymbalta,10,Highly Effective,chronic back pain/depression/anxiety,No Side Effects
566,cipro,1,Ineffective,skin infection,Severe Side Effects
567,armour-thyroid,8,Considerably Effective,thinning hair,No Side Effects
568,lexapro,1,Ineffective,depression,Extremely Severe Side Effects
569,tetracycline,7,Moderately Effective,rosacea,No Side Effects
570,albuterol,10,Highly Effective,asthma,No Side Effects
571,cialis,9,Highly Effective,erectile disfunction,Mild Side Effects
572,singulair,10,Highly Effective,asthma,No Side Effects
573,seasonique,1,Ineffective,have not stop bleeding,Extremely Severe Side Effects
574,wellbutrin-sr,10,Highly Effective,depression,Mild Side Effects
575,cymbalta,8,Considerably Effective,depression,Moderate Side Effects
576,lexapro,8,Highly Effective,depression,Mild Side Effects
577,tetracycline,6,Moderately Effective,acne,Mild Side Effects
578,trimethoprim,10,Highly Effective,bladder infections,No Side Effects
579,keppra,5,Moderately Effective,for epilepsy,Moderate Side Effects
580,zoloft,5,Moderately Effective,anxiety/panic attacks,Moderate Side Effects
581,strattera,8,Considerably Effective,add,Mild Side Effects
582,baraclude,10,Highly Effective,hepatitis b,No Side Effects
583,zantac,8,Highly Effective,hives,No Side Effects
584,amitiza,9,Considerably Effective,ibs,Mild Side Effects
585,paxil,7,Considerably Effective,depression,Extremely Severe Side Effects
586,wellbutrin-xl,5,Moderately Effective,depression,Moderate Side Effects
587,eulexin,10,Highly Effective,acne,No Side Effects
588,provigil,10,Highly Effective,primary hypersomnia,No Side Effects
589,neurontin,9,Highly Effective,chronic daily headache,Mild Side Effects
590,klaron,8,Considerably Effective,acne,No Side Effects
591,prinivil,10,Highly Effective,high blood pressure,No Side Effects
592,retin-a-micro,1,Ineffective,acne,Severe Side Effects
593,viagra,10,Highly Effective,ed,Mild Side Effects
594,keflex,1,Highly Effective,"shortness of breath, itching all over",Severe Side Effects
595,minocycline,5,Moderately Effective,acne,Mild Side Effects
596,proscar,8,Highly Effective,hair loss,No Side Effects
597,klonopin,7,Considerably Effective,panic disorder,Moderate Side Effects
598,zoloft,7,Considerably Effective,depression,Mild Side Effects
599,retin-a-micro,9,Considerably Effective,photoaging,Mild Side Effects
600,requip,10,Highly Effective,restless leg sydrome,Mild Side Effects
601,wellbutrin,8,Considerably Effective,depression,Mild Side Effects
602,motrin,8,Moderately Effective,sprained ankle,No Side Effects
603,accupril,9,Considerably Effective,hypertension,No Side Effects
604,naproxen,10,Highly Effective,sciatica pain/bulging discs,No Side Effects
605,propecia,9,Highly Effective,hair loss,No Side Effects
606,prozac,9,Highly Effective,depression,Mild Side Effects
607,remicade,9,Considerably Effective,crohn's disease,No Side Effects
608,plavix,7,Considerably Effective,after an angiogram,Mild Side Effects
609,paxil,4,Highly Effective,social anxiety,Severe Side Effects
610,galzin,7,Moderately Effective,mucus in stool,No Side Effects
611,tylenol,9,Highly Effective,headache,Mild Side Effects
612,seroquel,9,Highly Effective,severe insomnia,Mild Side Effects
613,ritalin,8,Considerably Effective,adhd,No Side Effects
614,lexapro,6,Moderately Effective,depression,Mild Side Effects
615,ultram,8,Considerably Effective,fibromyalgia,Mild Side Effects
616,oracea,10,Highly Effective,rosacea,No Side Effects
617,lexapro,6,Marginally Effective,depression,No Side Effects
618,retin-a,9,Highly Effective,acne,Moderate Side Effects
619,cipro,10,Highly Effective,"serious food poisoning, uti",No Side Effects
620,celebrex,3,Ineffective,knee pain,Mild Side Effects
621,minocycline,10,Highly Effective,acne,No Side Effects
622,lunesta,3,Marginally Effective,insomnia,Moderate Side Effects
623,soma,1,Marginally Effective,migraines/upper back pain,Severe Side Effects
624,effexor,8,Considerably Effective,depression,Mild Side Effects
625,lithium-carbonate,8,Considerably Effective,bipolar disorder ii,Mild Side Effects
626,metoclopramide,1,Ineffective,nausea,Severe Side Effects
627,fosamax,2,Marginally Effective,osteopenia and osteoporosis,No Side Effects
628,spironolactone,10,Highly Effective,acne,Mild Side Effects
629,wellbutrin-xl,6,Moderately Effective,low energy and depression,Mild Side Effects
630,lexapro,9,Considerably Effective,depression,Mild Side Effects
631,enbrel,8,Considerably Effective,psoriasis,No Side Effects
632,klonopin,9,Considerably Effective,anxiety,Mild Side Effects
633,avapro,10,Highly Effective,hypertension,No Side Effects
634,tirosint,4,Marginally Effective,mild hypothyroidism,Moderate Side Effects
635,metformin,9,Highly Effective,diabetes,Mild Side Effects
636,differin,5,Marginally Effective,wrinkles around eyes,Mild Side Effects
637,synthroid,7,Moderately Effective,hypothyroid,No Side Effects
638,hyzaar,10,Highly Effective,high blood pressure,Mild Side Effects
639,lexapro,8,Highly Effective,anxiety and depression,Mild Side Effects
640,ketorolac,7,Considerably Effective,"pain, muscle strain",No Side Effects
641,propecia,10,Highly Effective,hair loss,No Side Effects
642,metrogel,1,Ineffective,rosacea,Moderate Side Effects
643,zofran,10,Highly Effective,nausea,No Side Effects
644,tramadol,1,Ineffective,shingles pain,Extremely Severe Side Effects
645,augmentin,10,Highly Effective,subungal hematoma,No Side Effects
646,paxil,4,Marginally Effective,bipolar disorder,Moderate Side Effects
647,elidel,1,Ineffective,atopic dernatitis,Severe Side Effects
648,adderall,8,Highly Effective,add,Moderate Side Effects
649,meridia,10,Highly Effective,over weight,No Side Effects
650,norvasc,5,Marginally Effective,raynaud's disease,No Side Effects
651,imitrex,7,Moderately Effective,migraine,Moderate Side Effects
652,wellbutrin-xl,10,Highly Effective,depression,Mild Side Effects
653,innofem,10,Considerably Effective,hormone replacement,No Side Effects
